Date,Close
4/15/2014,316.079987
4/16/2014,323.679993
4/17/2014,324.910004
4/21/2014,330.869995
4/22/2014,329.320007
4/23/2014,324.579987
4/24/2014,337.149994
4/25/2014,303.829987
4/28/2014,296.579987
4/29/2014,300.380005
4/30/2014,304.130005
5/1/2014,307.890015
5/2/2014,308.01001
5/5/2014,310.049988
5/6/2014,297.380005
5/7/2014,292.709991
5/8/2014,288.320007
5/9/2014,292.23999
5/12/2014,302.859985
5/13/2014,304.640015
5/14/2014,297.619995
5/15/2014,295.190002
5/16/2014,297.700012
5/19/2014,296.76001
5/20/2014,301.190002
5/21/2014,305.01001
5/22/2014,304.910004
5/23/2014,312.23999
5/27/2014,310.820007
5/28/2014,310.160004
5/29/2014,313.779999
5/30/2014,312.549988
6/2/2014,308.839996
6/3/2014,307.190002
6/4/2014,306.779999
6/5/2014,323.570007
6/6/2014,329.670013
6/9/2014,327.5
6/10/2014,332.410004
6/11/2014,335.200012
6/12/2014,325.910004
6/13/2014,326.269989
6/16/2014,327.619995
6/17/2014,325.619995
6/18/2014,334.380005
6/19/2014,327
6/20/2014,324.200012
6/23/2014,327.23999
6/24/2014,324.160004
6/25/2014,327.440002
6/26/2014,325.690002
6/27/2014,324.570007
6/30/2014,324.779999
7/1/2014,332.390015
7/2/2014,332.850006
7/3/2014,337.48999
7/7/2014,333.549988
7/8/2014,323.809998
7/9/2014,329.970001
7/10/2014,327.920013
7/11/2014,346.200012
7/14/2014,355.320007
7/15/2014,354.440002
7/16/2014,355.899994
7/17/2014,352.450012
7/18/2014,358.660004
7/21/2014,359.76001
7/22/2014,360.839996
7/23/2014,358.140015
7/24/2014,358.609985
7/25/2014,324.01001
7/28/2014,320.410004
7/29/2014,320
7/30/2014,322.51001
7/31/2014,312.98999
8/1/2014,307.059998
8/4/2014,313.649994
8/5/2014,312.320007
8/6/2014,313.890015
8/7/2014,311.450012
8/8/2014,316.799988
8/11/2014,318.329987
8/12/2014,319.320007
8/13/2014,326.279999
8/14/2014,333.209991
8/15/2014,333.630005
8/18/2014,334.529999
8/19/2014,335.130005
8/20/2014,335.779999
8/21/2014,332.910004
8/22/2014,331.589996
8/25/2014,334.019989
8/26/2014,341.829987
8/27/2014,343.179993
8/28/2014,340.019989
8/29/2014,339.040009
9/2/2014,342.380005
9/3/2014,339
9/4/2014,345.950012
9/5/2014,346.380005
9/8/2014,342.339996
9/9/2014,329.75
9/10/2014,331.329987
9/11/2014,330.519989
9/12/2014,331.190002
9/15/2014,323.890015
9/16/2014,327.76001
9/17/2014,324
9/18/2014,325
9/19/2014,331.320007
9/22/2014,324.5
9/23/2014,323.630005
9/24/2014,328.209991
