Date,Close
25-Jan-22,918.4
26-Jan-22,937.41
27-Jan-22,829.1
28-Jan-22,846.35
31-Jan-22,936.72
1-Feb-22,931.25
2-Feb-22,905.66
3-Feb-22,891.14
4-Feb-22,923.32
7-Feb-22,907.34
8-Feb-22,922
9-Feb-22,932
10-Feb-22,904.55
11-Feb-22,860
14-Feb-22,875.76
15-Feb-22,922.43
16-Feb-22,923.39
17-Feb-22,876.35
18-Feb-22,856.98
22-Feb-22,821.53
23-Feb-22,764.04
24-Feb-22,800.77
25-Feb-22,809.87
28-Feb-22,870.43
1-Mar-22,864.37
2-Mar-22,879.89
3-Mar-22,839.29
4-Mar-22,838.29
7-Mar-22,804.58
8-Mar-22,824.4
9-Mar-22,858.97
10-Mar-22,838.3
11-Mar-22,795.35
14-Mar-22,766.37
15-Mar-22,801.89
16-Mar-22,840.23
17-Mar-22,871.6
18-Mar-22,905.39
21-Mar-22,921.16
22-Mar-22,993.98
23-Mar-22,999.11
24-Mar-22,"1,013.92"
25-Mar-22,"1,010.64"
28-Mar-22,"1,091.84"
29-Mar-22,"1,099.57"
30-Mar-22,"1,093.99"
31-Mar-22,"1,077.60"
1-Apr-22,"1,084.59"
4-Apr-22,"1,145.45"
5-Apr-22,"1,091.26"
6-Apr-22,"1,045.76"
7-Apr-22,"1,057.26"
8-Apr-22,"1,025.49"
11-Apr-22,975.93
12-Apr-22,986.95
